sample_id,ipq,brand_enc,price
7984,0,0,1.24
3294,0,0,213.26
181347,0,0,11.135
159362,36,0,33.29
273689,0,0,21.36
51564,8,0,45.27
81259,0,0,5.49
131791,9,0,2.29
228657,0,0,30.37
21269,0,0,19.19
17024,0,0,4.79
286405,0,0,44.74
14079,4,0,2.19
129107,0,0,10.985
224077,0,0,5.98
125263,0,0,15.6
275308,33,0,4.19
189369,0,0,15.955
62153,0,0,35.49
148336,0,0,86.99
39817,0,0,12.185
296273,3,0,6.19
3762,0,0,10.48
283764,8,0,93.89
167015,4,0,3.82
167146,0,0,17.28
88555,0,0,26.47
75673,3,0,2.005
133577,6,0,16.95
208446,1,0,10.97
116477,0,0,70.52
124069,0,0,14.92
274873,7,0,6.67
156028,0,0,13.28
126465,0,0,21.72
188613,0,0,23.625
117358,29,0,10.94
137859,0,0,5.39
76461,0,0,10.13
144305,3,0,56.01
108235,25,0,15.935
203467,50,0,10.99
114665,87,0,8.57
255165,0,0,49.29
46363,0,0,10.99
248456,0,0,2.99
273526,0,0,4.79
30664,0,0,39.99
60806,0,0,61.99
67927,6,0,44.0
155886,25,0,1.89
264011,500,0,62.010000000000005
209694,2,0,7.24
150391,8,0,18.25
79260,2,0,4.79
6306,0,0,39.03
142282,2,0,38.54
71590,5,0,4.69
240535,0,0,12.995
146884,0,0,17.9
230905,2,0,14.99
160200,5,0,4.32
39416,2,0,5.29
169191,0,0,5.49
274674,0,0,5.345
44612,4,0,6.64
65166,0,0,14.95
193140,50,0,39.99
259502,0,0,24.81
74357,0,0,14.4
218798,0,0,19.99
233065,0,0,1.49
72342,3,0,46.41
72067,5,0,9.85
84196,0,0,12.45
107365,0,0,20.99
26936,0,0,4.39
272978,0,0,7.04
45565,0,0,11.99
93888,0,0,29.95
237048,46,0,18.85
136095,0,0,11.485
282038,0,0,9.715
270438,63,0,24.99
108458,5,0,19.99
171908,4,0,30.94
231177,0,0,33.47
295482,82,0,14.9
146177,0,0,6.99
233511,0,0,79.95
204586,8,0,89.98
272332,0,0,15.95
20013,2,0,33.5
248978,3,0,10.99
81251,0,0,26.39
167614,0,0,10.02
124087,0,0,24.33
291251,0,0,8.99
2511,0,0,50.76
206609,0,0,32.3
127502,8,0,29.99
261368,2,0,14.105
66293,0,0,38.0
19141,0,0,9.98
215554,5,0,4.69
251784,45,0,5.88
280942,5,0,7.99
265271,0,0,21.99
255173,0,0,88.09
165947,0,0,5.49
185249,261,0,7.29
86828,0,0,4.265
13491,45,0,9.455
82516,0,0,15.1
79135,0,0,12.05
215511,125,0,23.09
2733,0,0,20.78
105749,0,0,2.08
272720,6,0,27.74
168686,0,0,2.72
3788,48,0,2.92
177943,3,0,9.99
39160,0,0,76.53
164369,0,0,61.42
146900,3,0,117.49
71599,55,0,1.535
31805,0,0,14.95
65177,6,0,3.29
91401,4,0,4.99
59342,0,0,8.17
250421,3,0,25.95
55945,7,0,6.99
172952,4,0,6.99
184656,5,0,9.99
195629,3,0,225.55
194822,0,0,2.98
152840,0,0,3.68
72337,1,0,8.145
59184,0,0,19.99
67074,0,0,4.885
234638,0,0,12.99
33808,0,0,26.99
124622,0,0,32.86
271271,0,0,21.99
198446,12,0,21.665
192504,4,0,16.425
124436,0,0,26.26
256100,0,0,58.76
41876,0,0,6.49
76807,548,0,8.99
132073,0,0,36.435
9657,0,0,14.39
39474,0,0,49.94
47207,0,0,12.614999999999998
129147,1,0,4.12
169944,0,0,4.390000000000001
127274,5,0,2.6
66204,40,0,54.95
212009,0,0,145.99
93408,9,0,6.8
201777,0,0,89.99
174512,5,0,4.99
154686,0,0,11.49
22275,0,0,27.95
36991,0,0,8.9
112112,2,0,24.99
211620,5,0,33.29
238772,5,0,9.49
295040,0,0,8.64
87665,5,0,2.0
296813,0,0,26.84
44704,4,0,21.46
197319,5,0,42.0
270826,0,0,61.99
185492,0,0,2.99
198241,0,0,52.99
191919,0,0,41.75
294361,0,0,6.49
215947,0,0,34.99
64454,0,0,13.99
189578,0,0,2.99
111069,1,0,39.59
270971,22,0,7.98
255696,125,0,6.74
113777,0,0,32.82
106857,13,0,8.49
214226,0,0,2.5
268097,5,0,7.83
94638,0,0,30.435
134898,200,0,5.0
225513,0,0,4.9350000000000005
221411,3,0,24.98
193026,0,0,6.69
215272,1,0,33.98
293950,0,0,19.95
74083,3,0,4.29
6479,18,0,4.79
21859,6,0,30.995
135228,6,0,36.99
263361,35,0,32.235
1831,0,0,26.09
156446,0,0,8.53
17314,3,0,42.95
245291,0,0,21.95
171425,2,0,19.225
39667,0,0,1.28
3550,0,0,58.53
280705,0,0,7.55
17029,8,0,5.99
136274,0,0,5.88
274982,2,0,10.99
231191,230,0,12.17
82932,0,0,21.77
197196,7637,0,6.99
130340,5,0,21.525
235609,0,0,46.97
34652,1,0,13.79
273107,0,0,6.99
200663,0,0,12.99
149603,2,0,38.54
220733,0,0,14.99
251861,0,0,10.0
172242,0,0,3.49
99834,0,0,6.140000000000001
32297,5,0,16.99
178981,0,0,65.32
217556,0,0,61.99
216333,32,0,2.58
220717,36,0,65.0
195040,4,0,29.99
147682,0,0,45.27
183101,0,0,26.4
151583,0,0,10.435
37943,0,0,61.42
93640,35,0,19.145
286875,0,0,18.5
207294,11,0,2.59
196633,3,0,56.1
182280,250,0,2.28
77165,5,0,3.39
262403,0,0,9.095
23520,0,0,12.0
194351,25,0,7.99
402,0,0,17.96
106058,88,0,16.74
7603,2,0,34.0
287712,0,0,13.95
260789,0,0,42.9
48835,0,0,4.245
156401,0,0,5.29
52248,0,0,14.99
224633,2,0,18.37
291119,0,0,5.785
206125,0,0,47.99
220718,1,0,22.99
268878,0,0,8.37
22787,24,0,6.105
87537,0,0,22.69
120063,0,0,42.39
106361,6,0,32.34
287764,0,0,14.99
55196,0,0,65.7
193960,8,0,4.46
216337,0,0,18.28
50253,0,0,52.98
170960,0,0,39.99
144073,0,0,30.01
201477,0,0,38.49
263102,0,0,55.38
202612,0,0,14.39
228323,0,0,20.6
10373,0,0,11.94
118238,75,0,9.86
148947,42,0,11.07
142345,2,0,52.61
84044,0,0,23.29
289330,0,0,2.99
233938,0,0,24.5
12068,5,0,12.88
266573,0,0,5.62
247742,3527,0,13.99
120806,0,0,1.88
76474,0,0,77.99
196481,2,0,43.32
96295,1,0,21.775
148380,3,0,50.58
137493,7,0,20.915
54835,0,0,13.99
132016,0,0,8.95
204405,8,0,32.0
257677,236,0,2.265
114494,0,0,76.265
262627,1,0,20.5
69995,8,0,21.995
57055,0,0,58.99
280880,0,0,2.89
71915,6,0,68.99
12865,2,0,3.12
277020,0,0,3.22
165102,0,0,25.49
677,8,0,4.99
24786,0,0,59.0
48174,25,0,4.98
7354,0,0,85.97
234300,200,0,12.99
71904,2,0,30.195
207195,6,0,47.99
265747,1,0,8.99
122675,0,0,2.49
117269,37,0,4.56
297779,0,0,16.99
79644,0,0,5.34
186864,0,0,18.99
17652,0,0,5.48
127091,0,0,2.5
174936,2,0,13.545
171843,0,0,57.98
46755,0,0,3.1950000000000003
26228,0,0,4.17
157640,0,0,75.31
90584,0,0,30.62
245967,8,0,15.99
58392,27,0,22.99
66199,0,0,6.61
162946,0,0,9.32
240448,31,0,18.39
111586,0,0,54.55
129519,2,0,13.95
126792,7,0,6.99
121330,4,0,30.62
248540,0,0,9.44
278391,0,0,34.49
54763,5,0,4.19
201621,0,0,21.7
46952,0,0,0.97
288832,0,0,7.8
227646,0,0,18.125
176719,0,0,4.79
152219,0,0,17.98
264100,2,0,19.565
281234,76,0,3.89
293601,0,0,10.99
40371,24,0,2.79
286342,98,0,7.59
82162,0,0,7.49
174378,0,0,10.2
85610,0,0,6.635
93622,81,0,22.99
201415,12,0,166.51999999999998
116819,2,0,38.99
30676,0,0,4.640000000000001
243522,5,0,8.18
110096,0,0,38.335
218463,3,0,13.78
244730,0,0,5.98
128662,0,0,32.95
233413,0,0,68.77
231341,0,0,76.99
25150,1,0,14.95
215004,0,0,59.99
160629,5,0,36.735
269887,7,0,7.9
294750,0,0,38.99
258244,0,0,28.585
91169,5,0,29.68
2563,2,0,56.37
149424,0,0,9.99
241069,6,0,8.665
214130,75,0,9.99
210658,0,0,7.375
34249,0,0,45.0
213650,0,0,9.04
19113,0,0,49.59
217093,0,0,24.29
162479,0,0,4.48
215355,8,0,24.99
34853,0,0,9.69
5238,5,0,2.22
199181,64,0,1.34
30763,4,0,3.29
23962,0,0,18.49
162542,0,0,12.5
164955,0,0,41.99
244779,4,0,19.99
63772,0,0,14.99
58563,0,0,43.99
78089,3,0,1.42
94444,0,0,69.56
101753,44,0,25.185
251410,0,0,18.55
14179,0,0,7.99
270096,2,0,4.985
233086,0,0,199.99
284916,53,0,13.925
74193,0,0,9.79
103341,9,0,1.99
291205,0,0,4.46
88983,0,0,21.99
82534,0,0,2.99
286874,0,0,41.09
100040,25,0,22.99
217760,0,0,18.52
266652,0,0,20.065
61832,5,0,9.99
137599,0,0,9.99
174965,0,0,16.65
18040,3,0,72.93
58524,0,0,14.93
171266,0,0,64.74
10030,0,0,14.99
162024,0,0,2.84
163291,0,0,9.485
294437,200,0,15.3
51314,240,0,14.99
218483,5,0,15.18
85669,0,0,5.74
215652,4,0,3.38
36255,0,0,10.1
49092,0,0,14.99
298198,0,0,2.52
44045,0,0,16.0
110023,0,0,43.21
172002,0,0,21.765
85399,69,0,21.59
105800,5,0,21.95
42458,67,0,3.97
178459,0,0,7.24
69618,0,0,4.79
12761,4,0,12.85
292914,0,0,11.48
228328,75,0,3.79
140141,0,0,31.380000000000003
25539,84,0,42.65
33663,0,0,9.94
242502,2,0,7.99
223699,0,0,87.99
19205,2,0,54.27
49690,0,0,11.385
115621,0,0,3.31
57598,0,0,11.94
284908,25,0,3.69
177544,9,0,29.96
264135,0,0,6.75
102717,0,0,21.99
276798,0,0,40.96
224574,0,0,19.45
138061,0,0,34.98
249471,0,0,3.38
176842,0,0,22.65
280433,0,0,35.99
209692,0,0,36.5
62159,0,0,14.1
133845,0,0,38.99
59147,1,0,3.59
152844,0,0,3.69
75098,0,0,9.92
238859,9,0,9.99
197832,0,0,12.69
275776,0,0,3.69
248321,0,0,26.96
269879,0,0,7.13
284307,0,0,2.245
104166,0,0,13.59
281270,0,0,3.99
135131,0,0,2.02
209467,2,0,10.99
166261,0,0,174.84
245933,18,0,4.99
153721,6,0,11.98
3646,0,0,140.75
237417,0,0,45.99
215442,3,0,9.05
87977,9,0,2.075
120716,7,0,13.88
187180,16,0,66.35499999999999
63153,10,0,28.48
65977,0,0,19.95
191183,0,0,21.59
110351,2,0,20.96
119539,0,0,38.4
90844,0,0,32.95
251236,0,0,7.2
169149,0,0,4.225
223973,0,0,12.99
187548,0,0,12.075
159036,3,0,19.46
120251,0,0,12.99
106795,5,0,3.29
226169,15,0,25.99
239212,4,0,29.95
294434,8,0,11.385
217205,0,0,5.48
140300,24,0,33.69
211448,7,0,51.84
225829,12,0,39.99
227063,0,0,22.56
240532,0,0,9.35
116224,0,0,13.98
55619,4,0,1.99
62817,0,0,25.96
144132,6,0,26.99
53510,0,0,22.99
89636,0,0,3.87
107939,0,0,2.19
293615,0,0,6.869999999999999
201658,0,0,29.77
89586,1,0,62.49
112198,0,0,39.75
1582,3,0,68.14
133811,0,0,13.95
95283,0,0,10.56
23471,88,0,5.47
88736,6,0,29.86
118344,4,0,4.1
253964,0,0,7.19
86507,62,0,3.26
96407,6,0,3.34
273197,8,0,12.98
66453,0,0,48.99
115180,0,0,9.87
162621,0,0,9.96
110915,0,0,31.0
210108,0,0,12.99
74333,6,0,7.7
82603,3,0,14.99
199689,5,0,36.49
282438,0,0,5.495
33356,0,0,10.19
240258,3288,0,23.59
295892,11,0,102.97
256664,9,0,7.965
157600,0,0,104.43
275769,0,0,35.730000000000004
222919,6,0,2.99
204416,0,0,11.99
161551,0,0,42.64
48298,0,0,7.995
75809,5,0,4.79
76741,0,0,21.99
2141,3,0,46.8
293335,0,0,4.53
5300,0,0,50.76
166037,0,0,30.24
172478,0,0,14.99
117858,0,0,7.140000000000001
45549,0,0,8.42
62256,0,0,56.42
100551,6,0,12.25
209153,0,0,23.99
218225,0,0,9.99
224632,0,0,8.99
149839,0,0,30.98
183237,0,0,14.99
217677,60,0,99.99
167013,0,0,32.49
161088,0,0,142.19
298660,0,0,15.14
20206,3,0,78.86
128292,12,0,14.22
39289,0,0,6.12
99516,0,0,71.99
161866,0,0,69.78
29163,0,0,4.640000000000001
137414,3,0,33.99
213579,0,0,19.99
284687,1,0,6.87
165009,98,0,7.97
239007,12,0,18.0
273898,0,0,0.74
19997,0,0,19.6
211178,0,0,29.95
297874,0,0,4.79
281461,81,0,38.96
59477,0,0,3.29
202090,0,0,34.99
240150,0,0,2.79
54331,2,0,22.18
222455,1,0,27.95
193891,0,0,23.74
45020,0,0,2.2350000000000003
276612,7,0,21.98
91281,0,0,14.18
82963,1,0,7.31
45478,1,0,4.79
277681,0,0,5.61
96232,0,0,7.37
118460,0,0,23.275
130267,0,0,18.99
58366,23,0,4.5
179512,0,0,13.99
144165,0,0,37.98
37744,0,0,24.185
236036,93,0,29.97
47768,0,0,1.67
160843,565,0,10.85
117900,0,0,60.0
32266,80,0,13.29
219817,0,0,17.49
215068,0,0,25.34
221397,0,0,42.99
118293,0,0,9.99
273679,0,0,13.495
53015,0,0,24.99
276922,0,0,26.41
70754,0,0,89.53
155793,0,0,2.07
207029,8,0,2.99
59976,0,0,13.81
45358,0,0,4.35
226926,0,0,4.48
112405,0,0,3.135
298901,0,0,2.88
20390,0,0,43.32
185062,0,0,13.0
63274,1,0,11.98
54684,0,0,81.91
285161,0,0,7.635
200081,0,0,15.98
218915,63,0,12.0
218462,0,0,17.99
50355,5,0,1.905
231911,0,0,72.99
152128,0,0,126.7
203362,450,0,19.97
100564,0,0,47.4
134638,0,0,16.13
11033,5,0,2.19
215310,1,0,5.29
169732,0,0,17.99
285481,0,0,5.640000000000001
60786,0,0,3.99
271970,0,0,6.135
274027,76,0,17.39
96959,0,0,38.25
34088,0,0,5.415
39508,2,0,21.99
38558,0,0,18.21
57206,3,0,37.78
182227,0,0,3.99
217848,0,0,11.99
60492,0,0,124.99
252246,0,0,52.78
250513,2,0,2.77
24086,12,0,8.69
272321,0,0,9.49
54111,0,0,14.99
14176,700,0,17.09
26724,0,0,5.99
240392,27,0,31.49
97074,76,0,1.99
229286,36,0,129.99
5002,0,0,58.6
237864,6,0,14.99
41492,0,0,1.99
167138,12,0,22.19
294466,0,0,33.895
262993,0,0,37.865
217020,0,0,20.55
19098,76,0,2.99
176390,0,0,77.99
71785,750,0,38.105
235103,0,0,50.4
278040,4,0,6.39
86895,0,0,3.98
61487,92,0,5.05
288428,12,0,16.99
210330,0,0,2.73
86541,0,0,37.39
230005,0,0,22.0
37920,0,0,9.34
172064,0,0,4.69
224219,0,0,6.44
20779,3,0,54.69
197261,0,0,29.76
185302,0,0,49.95
41890,0,0,44.595
106050,0,0,8.19
81051,0,0,14.22
291064,12,0,8.39
183740,0,0,94.16
13988,5,0,12.49
299438,5,0,1.49
103871,0,0,6.890000000000001
124273,0,0,227.48
287269,0,0,16.6
257214,4,0,68.15
192079,0,0,31.99
94414,0,0,32.99
220222,0,0,18.99
252860,0,0,3.38
235058,0,0,80.99
50566,0,0,6.99
65103,1,0,81.32
99993,0,0,19.9
292742,0,0,47.99
3933,0,0,310.67
255477,0,0,5.99
240883,0,0,25.85
155404,0,0,12.94
94077,0,0,12.79
226144,1,0,34.97
271545,3,0,14.035
178450,0,0,41.99
153419,0,0,56.93
245669,0,0,5.5
161062,0,0,70.5
87785,4,0,10.0
58630,25,0,1.67
203661,0,0,39.97
120838,0,0,12.535
91764,0,0,14.835
159035,5,0,19.46
85167,0,0,17.64
162984,0,0,5.28
206166,18,0,25.95
165237,0,0,13.03
107432,7,0,47.52
127121,0,0,25.74
129570,0,0,7.59
232999,0,0,20.95
134959,8,0,9.99
267393,0,0,4.89
171846,5,0,6.99
24799,56,0,5.99
42185,0,0,10.5
132771,5,0,5.99
255252,1,0,28.49
22833,75,0,16.94
178466,0,0,6.49
157863,62,0,3.49
278093,2,0,48.945
143253,8,0,6.74
247942,0,0,123.49
224018,236,0,7.99
149313,44,0,3.39
248116,6,0,6.99
44098,3,0,9.135
100011,0,0,7.99
191079,5,0,10.515
153665,0,0,4.79
169054,0,0,107.49
291479,0,0,12.29
126974,0,0,20.99
145261,3,0,86.43
9419,0,0,2.98
44450,2,0,44.99
55692,0,0,31.99
237292,0,0,19.98
147190,2,0,38.92
252054,0,0,11.98
205627,0,0,21.16
254065,0,0,69.95
218831,0,0,9.84
140071,0,0,5.87
111207,8,0,2.98
43774,0,0,1.92
123697,0,0,17.99
56610,6,0,9.99
48689,0,0,4.885
269574,0,0,19.1
139638,0,0,23.95
59375,5,0,4.99
119832,0,0,2.86
224863,1,0,9.88
29922,0,0,10.09
213866,0,0,33.19
123247,0,0,4.98
146447,2,0,53.01
258528,0,0,10.575
63480,0,0,14.99
155684,1,0,20.99
149719,0,0,46.04
61806,1,0,37.57
77066,0,0,97.59
210077,0,0,10.915
147921,2,0,59.48
219101,4,0,18.95
209630,0,0,7.48
192231,0,0,72.99
146029,3,0,51.77
196290,2,0,35.0
162853,0,0,26.74
98261,5,0,16.81
35710,0,0,2.07
171945,0,0,6.48
42419,0,0,11.62
37327,4,0,14.99
185204,12,0,4.48
255121,0,0,4.74
137024,0,0,11.99
261628,36,0,14.0
72322,12,0,42.935
290267,0,0,14.99
197352,0,0,14.16
133275,2,0,17.595
267912,0,0,3.79
51634,10,0,18.0
11943,0,0,13.74
15579,4,0,14.955000000000002
220395,0,0,2.64
78584,0,0,3.19
82545,5,0,5.575
8215,0,0,3.99
93821,0,0,21.99
37841,8,0,18.5
73951,0,0,51.49
263900,12,0,12.5
178854,41,0,15.0
69376,0,0,16.99
277527,750,0,20.39
45687,4,0,6.39
269550,1,0,30.39
93381,12,0,2.03
258866,0,0,11.45
281519,750,0,14.495
147685,0,0,16.77
144442,0,0,11.64
264652,0,0,3.49
195133,0,0,99.95
246098,0,0,58.99
47445,0,0,2.59
222813,0,0,81.49
33989,0,0,2.98
22653,0,0,29.99
71576,7,0,26.99
162197,0,0,3.17
188956,0,0,12.01
163889,0,0,7.99
194736,0,0,12.88
227127,0,0,24.22
78404,0,0,36.99
58310,0,0,119.43
97712,7,0,8.43
238820,0,0,10.95
98379,0,0,4.005
102530,9877,0,99.99
37922,0,0,14.23
223531,92,0,30.99
183437,0,0,15.74
253127,9,0,3.99
245042,12,0,2.445
169664,6,0,3.98
119425,6,0,10.25
176294,0,0,6.47
33134,0,0,3.13
152033,0,0,19.49
7584,0,0,17.84
15163,0,0,24.99
70192,0,0,13.49
167575,5,0,13.0
68789,0,0,31.99
215712,3,0,25.29
213583,0,0,29.47
41495,24,0,10.04
250452,50,0,17.52
278288,0,0,4.39
206169,0,0,20.375
19839,0,0,19.44
105230,0,0,129.98
129413,0,0,22.79
83458,0,0,6.48
15884,8,0,12.49
249429,44,0,13.09
23207,0,0,3.5
59195,0,0,41.78
269521,0,0,2.655
114788,6,0,28.45
129094,0,0,42.39
167238,4,0,65.405
232834,0,0,22.93
36957,0,0,7.98
50330,0,0,8.040000000000001
117593,2,0,4.29
233719,0,0,19.99
35148,4,0,14.8
271935,0,0,5.885
237017,0,0,4.855
77235,0,0,3.49
174935,5,0,7.99
153908,0,0,4.04
234319,0,0,25.98
269812,0,0,4.62
171030,0,0,42.795
53877,0,0,9.99
145542,3,0,86.02
147051,2,0,34.81
180135,3,0,28.99
24106,0,0,2.13
165468,2,0,78.47
73257,0,0,21.98
79995,0,0,4.93
102708,0,0,10.99
6581,0,0,76.75
41987,0,0,2.905
79104,0,0,26.0
296052,0,0,6.605
16091,5,0,10.02
192478,0,0,12.99
208085,5,0,27.5
173235,0,0,9.795
222432,0,0,337.67
147141,0,0,65.96
119426,0,0,14.74
163285,0,0,2.84
149258,9,0,7.074999999999999
278340,0,0,4.69
270820,0,0,7.94
116820,6,0,12.99
56693,0,0,16.99
155128,7,0,35.0
46146,3,0,1.39
80779,0,0,3.24
17383,7,0,3.92
171154,0,0,10.465
160219,0,0,3.42
285136,5,0,39.99
46332,0,0,85.42
125794,0,0,7.71
217193,0,0,1.48
210365,36,0,19.98
279762,0,0,35.99
62234,0,0,33.3
40332,0,0,4.445
67175,2,0,22.99
60056,0,0,62.87
179662,0,0,17.99
239933,0,0,39.99
244722,0,0,19.49
145956,0,0,26.09
68924,0,0,88.49
243170,72,0,24.99
232128,750,0,19.99
122804,3,0,2.79
195940,2,0,49.03
5311,3,0,50.13
26312,0,0,19.03
146696,2,0,56.37
42269,3,0,4.625
125087,0,0,13.62
165332,0,0,3.99
291099,0,0,4.265000000000001
212550,0,0,37.99
130379,0,0,37.93
141747,0,0,26.98
48402,1,0,3.49
265716,8,0,4.49
134991,0,0,4.99
219254,12,0,20.735
74012,7,0,19.99
298753,0,0,7.47
230746,0,0,21.99
249523,0,0,1.58
173571,0,0,24.92
200882,0,0,25.86
371,0,0,17.95
130082,0,0,39.775000000000006
192586,0,0,13.99
1934,0,0,17.97
68642,0,0,65.74
19291,2,0,64.31
100682,2,0,12.99
169125,0,0,11.25
169763,0,0,60.29
162737,9,0,6.99
121685,500,0,212.99
39368,0,0,6.49
280293,0,0,6.175
243552,24,0,49.99
26367,0,0,38.68
95471,2,0,5.74
56950,0,0,53.545
272123,0,0,21.95
89200,0,0,26.69
109413,0,0,55.56
182569,0,0,5.53
240551,0,0,15.384999999999998
170216,0,0,31.74
277056,0,0,5.19
202307,0,0,19.99
57463,2,0,12.99
194487,0,0,1.67
28287,0,0,2.575
198872,0,0,16.39
264008,500,0,28.48
198497,1,0,9.99
197244,0,0,27.0
267935,0,0,5.99
74617,750,0,7.99
195016,0,0,35.73
151107,0,0,18.99
34535,688,0,11.64
294020,0,0,12.5
238769,17,0,11.26
228778,0,0,25.99
219301,0,0,20.55
181816,0,0,7.31
126377,0,0,5.79
79887,0,0,170.31
41978,0,0,75.99
34695,4,0,20.97
298089,0,0,5.640000000000001
126247,0,0,5.595
80464,0,0,13.58
10780,36,0,13.989999999999998
135733,76,0,20.35
134772,0,0,23.5
174374,0,0,1.98
160213,0,0,5.74
141213,0,0,29.99
131290,5,0,34.91
180897,0,0,230.0
124794,0,0,9.99
71234,0,0,53.335
92483,2,0,25.59
199993,63,0,6.19
68133,0,0,30.98
11213,0,0,8.42
238382,3386,0,19.95
82167,4,0,2.39
129617,34,0,14.99
261605,75,0,36.12
292688,6,0,10.0
188809,1,0,3.99
30077,0,0,77.43
138576,0,0,39.94
119098,0,0,7.49
210375,0,0,8.09
83890,0,0,97.57
216634,0,0,64.99
161872,0,0,92.34
168363,0,0,3.655
283537,0,0,5.49
70033,1,0,4.68
124668,0,0,26.99
47334,0,0,90.49
224287,5,0,5.755
71068,0,0,43.49
157149,0,0,110.625
236602,2,0,14.99
78092,0,0,1.42
68564,0,0,25.99
4480,0,0,22.95
62668,0,0,9.99
69088,3,0,42.99
267089,0,0,59.99
92742,0,0,2.94
20746,3,0,72.93
282937,0,0,55.14
295501,76,0,7.41
298369,12,0,39.99
140626,0,0,13.58
204079,0,0,51.99
252056,25,0,33.49
228095,0,0,74.98
271373,0,0,6.99
111563,1,0,12.95
156095,0,0,25.98
228314,0,0,18.49
37188,0,0,3.97
128527,0,0,5.875
297436,0,0,10.36
43738,3,0,1.995
54407,6,0,22.99
226269,0,0,14.665
127278,0,0,2.53
186765,1,0,7.81
180361,0,0,22.99
255970,0,0,13.93
234130,25,0,2.19
58605,5274,0,10.99
106989,3,0,9.325
119656,0,0,3.99
111237,0,0,36.38
262330,0,0,17.98
163891,96,0,2.99
237306,0,0,24.7
143607,3,0,76.44
193906,0,0,78.66
222177,0,0,22.0
288915,0,0,11.99
285660,0,0,5.09
207960,0,0,29.99
36872,30,0,19.18
65789,0,0,24.02
217805,0,0,12.96
130799,86,0,16.795
123290,750,0,29.99
55093,5,0,8.99
6048,0,0,11.44
295231,2,0,24.99
185958,0,0,42.99
165349,0,0,5.984999999999999
109711,24,0,31.99
81923,0,0,6.79
285489,14,0,2.74
91550,8,0,12.73
52467,0,0,57.99
58562,0,0,4.0
118743,1,0,10.81
94159,0,0,9.99
57750,0,0,21.92
258016,45,0,10.145
95526,0,0,4.49
172958,0,0,17.49
131559,12,0,26.99
133582,0,0,66.46000000000001
29750,75,0,6.75
30495,0,0,2.24
31190,0,0,2.365
161937,0,0,123.13
230577,2,0,40.99
199721,0,0,108.84
240216,0,0,25.95
204206,0,0,4.29
190666,6,0,5.32
45062,0,0,7.41
47440,0,0,7.295
116007,0,0,37.545
34678,4,0,4.99
88899,65,0,1.095
109636,0,0,5.77
278359,0,0,9.37
91112,5,0,25.58
132479,6,0,8.27
162731,272,0,9.77
78123,0,0,5.720000000000001
152731,0,0,30.395
88769,0,0,3.75
87246,0,0,0.52
296517,0,0,11.19
207874,4,0,27.99
69480,4,0,9.89
15832,2,0,44.99
17712,2,0,18.985
111658,0,0,15.36
38160,0,0,52.59
158679,0,0,41.0
5863,9,0,30.97
45466,0,0,10.25
98270,0,0,61.59
43880,2,0,5.82
103909,6,0,3.98
294244,2,0,8.370000000000001
185876,0,0,3.17
235383,0,0,31.15
181832,75,0,5.39
185790,0,0,8.49
215632,0,0,8.7
206374,3,0,4.29
156712,0,0,94.76
705,0,0,12.84
138108,0,0,41.78
76836,2,0,3.14
111327,0,0,59.94
228887,0,0,5.99
238776,2,0,42.19
8752,0,0,47.0
191185,0,0,10.0
119476,12,0,8.99
172898,1,0,1.48
270513,0,0,21.2
243560,637,0,29.97
242487,4,0,20.66
242156,0,0,29.95
36370,5,0,1.72
215975,0,0,12.12
80123,0,0,8.24
206744,30,0,66.98
108108,16,0,7.99
